업체명,카테고리,메뉴,맛,양,배달,리뷰,date
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경)),5.0,4.0,4.0,가서도 먹어보고 배달도 해 먹어 봤지만 둘다 만족스러운 맛이에요?,2017년 12월 17일 일요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경)),5.0,5.0,3.0,너무 늦긴 햇지만 맛있엇어요,2017년 12월 16일 토요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경)),5.0,5.0,5.0,캔콜라 터져서 치킨 젖었다고 전화했는데 사장님인지 매니저님인지 아주 쿨하게 남자대남자로 바로 새치킨 보내주신다더니 서비스까지 챙겨서 새걸로 갖다주셔서 진짜 서비스정신 ㄱㅇㅈ 치킨 꿀맛 치킨 가끔ㅈ시킬때 여기서 자주 먹었는데 단골 되겠습니다ㅋㅋ 사장님 감사요 서비스까지 님김 없이 먹을게용,2017년 12월 4일 월요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경)),4.0,5.0,4.0,맛있어요!!! 그래도 다음번에는 매운간장을 먹어볼래요,2017년 12월 3일 일요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1,5.0,5.0,5.0,배달해 주는 곳인 지 이번에 알았는데 오~ 만족스러웠습다! 양도 많아요~,2018년 3월 16일 금요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1,5.0,5.0,5.0,오늘 1일이라 배달걱정했는데 다행히 빨리 왔네요~ 바삭하니 오늘도 맛있네요~ 전화받으시는분도 친절하셔서 더 좋아요 굿굿!!,2018년 3월 1일 목요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1,5.0,5.0,5.0,사진도 올릴려 했지만 다 먹어버린... 양도많고 맛있구 .. 2마리주신줄알았네요 양이 너무많음 ㅋㅋㅋ,2018년 2월 21일 수요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1,5.0,5.0,5.0,솔직히 정통 양념치킨을 생각하고 시킨건데.. 요 로제소스 정말 물건이네요!!!! 입덧이 있어서 걱정했는데 신랑이랑 포풍흡입ㅋㅋㅋ 다음에도 시켜먹을 예정이예요~,2018년 1월 16일 화요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1,3.0,4.0,1.0,배달때매 먹기도싫어짐,2018년 1월 15일 월요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1,5.0,4.0,4.0,로제치킨 먹었습니다. 튀긴게 정말좋네요 색다르게 맛있게잘먹었습니다. 서비스감자튀김 많이넣어주셔서 맛있게 잘먹었습니다,2018년 1월 13일 토요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1,5.0,5.0,5.0,맛있게잘먹었어요~ 번창하세요~,2017년 12월 31일 일요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1,4.0,5.0,4.0,다좋은데 무 빼달라고 했는데 왔어용ㅜ 담에 또시킬게요!!,2017년 12월 20일 수요일
파리에다녀온치킨-건대점,치킨,간장／스노잉/1(추가선택(순살로 변경콜라 1.25L로 변경)),4.0,3.0,5.0,맛있었어요! 뭔가 흔하면서도 특별한맛이네요. 그런데 가성비가 좋진 않아요?,2018년 4월 15일 일요일
파리에다녀온치킨-건대점,치킨,간장／스노잉/1(추가선택(순살로 변경매운간장으로 변경))빠다간장소스 추가/2,5.0,5.0,5.0,역시 몇번째 시켜먹는지 못셀만큼 존맛텡 최애 치킨집ㅠㅡㅠ 더더더더더더더 마니 번창하세용 곧 또 시켜먹을께요!!!ㅎㅎ,2018년 2월 12일 월요일
파리에다녀온치킨-건대점,치킨,간장／스노잉/1(추가선택(순살로 변경매운간장으로 변경))빠다간장소스 추가/2,5.0,5.0,4.0,배달이 좀 느렸지만 먹자마자 정말 모든게 용서되는 맛!!!ㅠㅠ 너무 맛있어서 주문량이 많으셨나봐용!!이정도 맛 볼라면 이만큼 기다리는게 당연히 맞는거에요ㅜㅜㅜㅜㅜ진짜 인생치킨이에여 꺄♥?♥?♥?♥?♥? 너무 바삭바삭하고 튀김옷도 너무 맛있고 안에 순살도 하나도 퍽퍽살 아니구 간이 다 되있었어요!! 완젼감동ㅠ 특히 로제소스!!! 입에 넣는 순간 파스타전문집에 온줄 알았어요^^...ㅎ필수로 치킨 먹을때 다들 소스 꼭 추가시키시고 면은 더더ㅓ더욱 꼭 추가시켜서 드셔야해요....ㅠㅡㅠ 너뮤 사랑스러운 치느님 감사합니당???? 꼭 번창하세용???,2017년 12월 18일 월요일
파리에다녀온치킨-건대점,치킨,간장／스노잉/1(추가선택(순살로 변경)),4.0,4.0,5.0,스노윙은 정말 맛있었은데 간장은 제가 생각한 간장양념이 아니라 조금 아쉬웠어요 ㅠㅠ 그래두 스노윙 저게 너무 맛있어서 ... 좋았어용,2018년 4월 30일 월요일
파리에다녀온치킨-건대점,치킨,간장／스노잉/1(추가선택(순살로 변경)),5.0,4.0,4.0,배달은 딱 예상시간만큼왔고 맛있어요!,2018년 1월 11일 목요일
놀부옛날통닭-군자점,치킨,파똥집/1치킨도넛（5개）/1,1.0,1.0,1.0,시킨지 정확하게 1시간40분만에 온 배달 그래도 신경이라도 써주셨으면 덜했을텐데 호일에 일부러 구멍내신건가요?? 무슨 국물이 다새서 이것저것 할거없이 양념이 다묻어서 왔네요 덕분에 배고픈데 일일이 세척해서 먹네요 ㅋㅋㅋ,2018년 5월 23일 수요일
놀부옛날통닭-군자점,치킨,파똥집/1체다치즈 포테이토/1병맥주/1,5.0,4.0,5.0,처음으로 닭똥집 배달ㄹ 먹어봣는데 진짜맛잇네용 치킨보다 밤에 부담도 덜가고 딱 적당햇어용~ 그리고 감튀는 그냥 보여서 시킨건ㄷㅔ 기대이상으로 존맛탱임ㅠㅠ,2018년 3월 2일 금요일
놀부옛날통닭-군자점,치킨,파똥집/1체다치즈 포테이토/1,3.0,2.0,5.0,맛있고 배달도 빠르고 좋아요,2018년 5월 20일 일요일
놀부옛날통닭-군자점,치킨,파똥집/1오다리튀김/1생맥주（1000cc）/1,5.0,5.0,5.0,닭똥집 튀김 정말 맛있게 먹었어요,2018년 3월 17일 토요일
놀부옛날통닭-군자점,치킨,파똥집/1오다리튀김/1,3.0,3.0,5.0,똥집비린내 너무남.....,2018년 5월 1일 화요일
놀부옛날통닭-군자점,치킨,파똥집/1오다리튀김/1,5.0,5.0,5.0,리뷰보고 처음 주문했는데 되게맛있어요!!,2018년 3월 18일 일요일
놀부옛날통닭-군자점,치킨,파똥집/1오다리튀김/1,5.0,4.0,5.0,파무침 싫어해서 파채로 변경가능하면 그리해달라고부탁드렸더니 들어주시고 전화받으신 여자사장님??엄청 친절하셔서 후기남깁니다 감사합니다,2018년 3월 17일 토요일
놀부옛날통닭-군자점,치킨,파똥집/1생맥주（1000cc）/1,5.0,3.0,5.0,먹어본 똥집 튀김 중에 최고네요 냉동똥집을 튀기는 기술이 부족해서인지 수분이 말라 비틀어진 똥집튀김 파는 곳들이 많은데 닭똥집 크기도 실하고 잘 튀겨져서 만족스럽네요. 파무침 양념도 맛있어요. 담엔 파와 양념을 따로 주시면 어떨까 싶기도 하네요. 그리고 똥집 양이 좀 더 많았으면 좋겠네요,2018년 2월 18일 일요일
놀부옛날통닭-군자점,치킨,파똥집/1생맥주（1000cc）/1,5.0,5.0,5.0,치맥만큼 모래집에 맥주도 정말먹을만하내요^^,2017년 11월 19일 일요일
놀부옛날통닭-군자점,치킨,파똥집/1사천소스/1오다리튀김/1콜라500 mL/1생맥주（1000cc）/1,4.0,4.0,4.0,닭똥집 굿! 퀄리티 굿!,2018년 3월 25일 일요일
놀부옛날통닭-군자점,치킨,파똥집/1버팔로윙&감자튀김/1,4.0,4.0,5.0,똥집 튀김은 생각보다 느끼했지만 파채양념이 괜찮아서 잘 먹었습니다. 버팔로윙은 굿 이구요^^,2017년 11월 13일 월요일
놀부옛날통닭-군자점,치킨,파똥집/1눈꽃치즈 포테이토/1,5.0,5.0,5.0,너무 잘먹었습니다 또 시켜먹을게요,2018년 5월 15일 화요일
놀부옛날통닭-군자점,치킨,파똥집/1눈꽃치즈 포테이토/1,5.0,4.0,5.0,맛있습다!!!다만 너무 바싹 튀겨져서 딱딱했어요ㅠㅠ,2018년 3월 13일 화요일
놀부옛날통닭-군자점,치킨,파똥집/1감자튀김 추가/1,5.0,3.0,5.0,맛은 먹어본 닭똥집튀긴거중에 젤 맛있는데 양은 확실히 적네요 씁쓸,2018년 3월 5일 월요일
놀부옛날통닭-군자점,치킨,크리스피치킨¸¸/1(뼈／순살 선택(순살))칠리소스/1,1.0,1.0,1.0,아니 배달시킨지가 언젠데 안오는지 한시간 반넘었어여 ㅡㅡ,2018년 3월 25일 일요일
놀부옛날통닭-군자점,치킨,크리스피치킨¸¸/1(뼈／순살 선택(순살))오다리튀김/1,1.0,1.0,1.0,오다리튀김이 3천원 어이가 없네요 이건정말 아닌것 같은데 여긴 별점주는것도 아깝네요 한주먹 양 정말 이런식으로 장사해도 될까요,2018년 5월 6일 일요일
놀부옛날통닭-군자점,치킨,크리스피치킨¸¸/1(뼈／순살 선택(순살))오다리튀김/1,5.0,5.0,5.0,치킨은 정말 상상이상!근데 오다린..냄세가,2018년 3월 18일 일요일
놀부옛날통닭-군자점,치킨,크리스피치킨¸¸/1(뼈／순살 선택(순살))감자튀김 추가/1,5.0,5.0,5.0,맛있어요! 맛있어요!,2018년 5월 11일 금요일
놀부옛날통닭-군자점,치킨,크리스피치킨¸¸/1(뼈／순살 선택(순살)),5.0,5.0,5.0,오우 생각보다 마쉿서습니드,2018년 5월 13일 일요일
놀부옛날통닭-군자점,치킨,크리스피치킨¸¸/1(뼈／순살 선택(순살)),5.0,5.0,5.0,맛있겠다!! 꼭 주문할께요!,2018년 5월 13일 일요일
놀부옛날통닭-군자점,치킨,크리스피치킨¸¸/1(뼈／순살 선택(순살)),4.0,4.0,5.0,좋아요 소수도 시킬껄 구랬어요 ㅎㅎㅎㅎ,2018년 4월 28일 토요일
놀부옛날통닭-군자점,치킨,크리스피치킨¸¸/1(뼈／순살 선택(순살)),5.0,3.0,4.0,배달도 빠르고 너무 맛있어요 역시 야식은 치킨입니다>♡<,2018년 4월 16일 월요일
놀부옛날통닭-군자점,치킨,크리스피치킨¸¸/1(뼈／순살 선택(순살)),5.0,5.0,5.0,맛있어용.!!!!또 시킬겁니다.,2018년 3월 14일 수요일
놀부옛날통닭-군자점,치킨,크리스피치킨¸¸/1(뼈／순살 선택(뼈))파똥집/1양념소스/1,1.0,2.0,1.0,크리스피치킨인데 너무 눅눅하고 얇아서 옛날치킨으로 주문 잘못들어간줄알았어요 배달도 너무 느리고 다 눅눅하고 정말 화가 납니다.이런 치킨을 1시간 20분 기다렸어요..,2018년 5월 20일 일요일
놀부옛날통닭-군자점,치킨,크리스피치킨¸¸/1(뼈／순살 선택(뼈))사천소스/1눈꽃치즈소스/1칠리소스/1허니머스터드소스/1,5.0,5.0,5.0,솔직히 여기 인정. 다음에 다른메뉴도 먹어보겠습니다,2018년 3월 16일 금요일
놀부옛날통닭-군자점,치킨,크리스피치킨¸¸/1(뼈／순살 선택(뼈)),5.0,5.0,5.0,놀부에서만 4번째 시킴 실망시키지 않는 맛,2018년 5월 18일 금요일
놀부옛날통닭-군자점,치킨,크리스피치킨¸¸/1(뼈／순살 선택(뼈)),4.0,4.0,4.0,ㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱ,2018년 5월 15일 화요일
놀부옛날통닭-군자점,치킨,크리스피치킨¸¸/1(뼈／순살 선택(뼈)),4.0,3.0,3.0,5개못줘서 죄송합니다 나쁘지않아요,2018년 5월 11일 금요일
놀부옛날통닭-군자점,치킨,크리스피치킨¸¸/1(뼈／순살 선택(뼈)),1.0,3.0,2.0,맛없음. 후라이드치킨 배달시켰는데 치킨이 눅눅하고 쓴맛같은게 느껴졌음. 돈이 아까워서 반 먹다가 나머지는 죄다버림.. 같이먹은 신랑도 맛없다고했음,2018년 5월 5일 토요일
놀부옛날통닭-군자점,치킨,크리스피치킨¸¸/1(뼈／순살 선택(뼈)),5.0,5.0,5.0,좋아!!!!!!!!,2018년 5월 3일 목요일
놀부옛날통닭-군자점,치킨,크리스피치킨¸¸/1(뼈／순살 선택(뼈)),5.0,5.0,5.0,맛!!!!짜!!!!,2018년 4월 26일 목요일
놀부옛날통닭-군자점,치킨,크리스피치킨¸¸/1(뼈／순살 선택(뼈)),5.0,4.0,4.0,단무지양이 적고 양념이 따로오지않으니 참고하셔요 맛은 좋네용!! 맥주랑 쫭ㅎㅋ,2018년 4월 22일 일요일
놀부옛날통닭-군자점,치킨,크리스피치킨¸¸/1(뼈／순살 선택(뼈)),5.0,5.0,3.0,배달은 항상 오십분이지만 맛있어서 시킴,2018년 4월 8일 일요일
놀부옛날통닭-군자점,치킨,크리스피치킨/1(뼈／순살 선택(순살))콜라500 mL/1,4.0,4.0,4.0,항상 크리스피 치킨 순살 먹어요,2018년 1월 29일 월요일
놀부옛날통닭-군자점,치킨,크리스피치킨/1(뼈／순살 선택(순살))콜라500 mL/1,5.0,5.0,5.0,맛있어요~~~~~~,2017년 12월 8일 금요일
놀부옛날통닭-군자점,치킨,크리스피치킨/1(뼈／순살 선택(순살))체다치즈소스/1칠리소스/1,4.0,5.0,5.0,바사삭하니 맛있어요~~,2018년 2월 23일 금요일
놀부옛날통닭-군자점,치킨,크리스피치킨/1(뼈／순살 선택(순살))옛날강정치킨（달달한맛）/1치킨도넛（5개）/1,5.0,5.0,2.0,다좋아요 언제먹어도맛있어요,2018년 1월 24일 수요일
놀부옛날통닭-군자점,치킨,크리스피치킨/1(뼈／순살 선택(순살))생맥주（1000cc）/1,5.0,5.0,5.0,개맛^^♡ 조하라,2018년 2월 15일 목요일
놀부옛날통닭-군자점,치킨,크리스피치킨/1(뼈／순살 선택(순살))생맥주（1000cc）/1,4.0,3.0,3.0,요즘 여기에서만 시켜먹어요.,2018년 1월 19일 금요일
놀부옛날통닭-군자점,치킨,크리스피치킨/1(뼈／순살 선택(순살))생맥주（1000cc）/1,4.0,5.0,5.0,맛있고 배달이 빠름,2018년 1월 3일 수요일
놀부옛날통닭-군자점,치킨,크리스피치킨/1(뼈／순살 선택(순살))사천불치킨¸/1(뼈／순살 선택(순살)),4.0,4.0,3.0,사천 매운데 맛있더라고요 담에 또먹고싶네요,2018년 2월 3일 토요일
놀부옛날통닭-군자점,치킨,크리스피치킨/1(뼈／순살 선택(순살))사천불치킨¸/1(뼈／순살 선택(순살)),5.0,5.0,5.0,대박이였어요 기대이상!진짜 맛있게먹었습니다,2018년 1월 23일 화요일
놀부옛날통닭-군자점,치킨,크리스피치킨/1(뼈／순살 선택(순살))감자튀김 추가/1,4.0,4.0,4.0,아직 배달이 오지는 않았지만 기대하고 있어요,2018년 2월 18일 일요일
놀부옛날통닭-군자점,치킨,크리스피치킨/1(뼈／순살 선택(순살)),5.0,5.0,4.0,주말이라서 그런지 1시간 기다렸지만 양도 많고 맛있어요!!,2018년 3월 3일 토요일
놀부옛날통닭-군자점,치킨,크리스피치킨/1(뼈／순살 선택(순살)),3.0,3.0,2.0,비도 안오는데 왜 비닐과 박스 다 젖어서 왔을까요?? 닭강정이 별로여서 다른메뉴를 시켜봤는데 역시나 튀김옷만 가득하네요,2018년 2월 24일 토요일
놀부옛날통닭-군자점,치킨,크리스피치킨/1(뼈／순살 선택(순살)),2.0,2.0,2.0,그저그런쏘쏘맛입니다,2018년 2월 21일 수요일
놀부옛날통닭-군자점,치킨,크리스피치킨/1(뼈／순살 선택(순살)),5.0,5.0,5.0,맛있어요 ^^ 추천합니다 ^^,2018년 2월 20일 화요일
놀부옛날통닭-군자점,치킨,크리스피치킨/1(뼈／순살 선택(순살)),5.0,5.0,5.0,정말 맛있어요. 강추입니다.,2018년 2월 16일 금요일
놀부옛날통닭-군자점,치킨,크리스피치킨/1(뼈／순살 선택(순살)),5.0,5.0,5.0,최고에요 가성비 맛 모두 조하,2018년 2월 15일 목요일
놀부옛날통닭-군자점,치킨,크리스피치킨/1(뼈／순살 선택(순살)),5.0,5.0,5.0,바삭하고 고소해요 생각했던 것보다 양도 많고 마음에 들었어요 양념은 따로 챙겨주지 않고 추가하셔야한다고 하네요~,2018년 2월 14일 수요일
놀부옛날통닭-군자점,치킨,크리스피치킨/1(뼈／순살 선택(순살)),2.0,4.0,3.0,마니 느끼하네요 ㅡㅡ,2018년 2월 6일 화요일
놀부옛날통닭-군자점,치킨,크리스피치킨/1(뼈／순살 선택(순살)),5.0,5.0,5.0,양도 많고 정말 맛있네요.,2018년 1월 31일 수요일
놀부옛날통닭-군자점,치킨,크리스피치킨/1(뼈／순살 선택(순살)),5.0,5.0,5.0,와 감튀까지 가격대도착한데 500ml콜라도 주시네요 다른덴 작은캔으로 주시는데.. 최고bbbbb,2018년 1월 30일 화요일
놀부옛날통닭-군자점,치킨,크리스피치킨/1(뼈／순살 선택(순살)),4.0,4.0,4.0,이번에도 역시 크리스피 치킨,2018년 1월 29일 월요일
놀부옛날통닭-군자점,치킨,크리스피치킨/1(뼈／순살 선택(순살)),3.0,5.0,3.0,솔직히 제 입맛에는 느끼했네요 양은 많아요!,2018년 1월 27일 토요일
놀부옛날통닭-군자점,치킨,크리스피치킨/1(뼈／순살 선택(순살)),5.0,5.0,5.0,배달도빠르고맛있습니다,2018년 1월 22일 월요일
놀부옛날통닭-군자점,치킨,크리스피치킨/1(뼈／순살 선택(순살)),4.0,4.0,4.0,감튀도 맛있고 치킨도 촉촉해서 맛있어요 우유가 들어갔나요,2018년 1월 14일 일요일
