업체명,카테고리,메뉴,맛,양,배달,리뷰,date
도야족발-장안점,족발/보쌈,불족발 中/1,5.0,5.0,5.0,아이고 리뷰가 늦었습니다 ㅎㅎ. 보내주신 막국수 서비스 잘먹었구요 양도많고 배달도 60분 예상인데 20분만에 와주셨어요!! 족발 식지않게 따뜻한 물 팩에 담아서 넣어주신거 정말 세심하시네요 다음에 또 시켜먹을게요~,2017년 12월 31일 일요일
도야족발-장안점,족발/보쌈,불족발 中/1,4.0,4.0,5.0,맛잇네요^^ㅎㅎㅎ굿,2017년 12월 31일 일요일
도야족발-장안점,족발/보쌈,불족발 中/1,5.0,5.0,5.0,항상 너무 맛있고 풍부한 양에 계속 찾게됩니다 ㅎㅎ,2017년 12월 24일 일요일
도야족발-장안점,족발/보쌈,불족발 中/1,5.0,5.0,5.0,음식의 맛과 질은 늘 만족하고 있습니다 다만 저번에 쿠폰 열개 모아서 불족발 중으로시켯는데 일반 중짜리와는 양이 영 차이나게 왔더라구요 쿠폰이니 그럴수 있지 생각하려다가도 이것은 고객과의 약속인데 불족발 중으로 준다고 하신거와는 다르니 단골 입장에서는 기분이 좋지 않았습니다,2017년 12월 22일 금요일
도야족발-장안점,족발/보쌈,불족발 中/1,5.0,5.0,5.0,단골입니다. 언제나 맛있네요. 깻잎 짱아찌도 엄청 많이 주시고,2017년 12월 15일 금요일
도야족발-장안점,족발/보쌈,불족발 中/1,4.0,4.0,3.0,맛있네요ㅎㅎ 구성도 좋은것같아요~~,2017년 12월 14일 목요일
도야족발-장안점,족발/보쌈,불족발 中/1,5.0,5.0,3.0,비가와서 좀 늦게 오긴 했지만 ㅎㅎ 맛있게 잘 먹었어요~^^,2017년 11월 26일 일요일
도야족발-장안점,족발/보쌈,불족발 中/1,5.0,5.0,5.0,양갠찮고 적당히 매콤하고 마싯어요~일반족발도 맛있는데 오~ 불족도 굳굳,2017년 11월 7일 화요일
도야족발-장안점,족발/보쌈,불족발 中/1,5.0,5.0,4.0,불족 진짜 괜찮네용 근데 중자인데 막국수는 포함이 안되어있어요 ㅜㅜ 아쉽당 ㅜㅜㅜ양은 둘이서 배터지게 먹엇어용!,2017년 11월 7일 화요일
도야족발-장안점,족발/보쌈,불족발 中/1,5.0,5.0,5.0,양도 많고 불족발 얼큰하니 맛있으며 서비스로 주신 막국수도 맛있게 잘먹었습니다 족발 생각날때 또 시켜먹을게요,2017년 11월 5일 일요일
도야족발-장안점,족발/보쌈,불족발 中/1,4.0,5.0,5.0,잘먹었습니다!!!!,2017년 11월 3일 금요일
도야족발-장안점,족발/보쌈,불족발 中/1,5.0,5.0,5.0,맛있고 서비스로 주신 막국수도 잘 먹었습니다. 정말 맵네요 ㅠㅠ,2017년 10월 29일 일요일
도야족발-장안점,족발/보쌈,불족발 中/1,5.0,5.0,5.0,너무 잘먹었어요 이번에는 고기도 촉촉하고 좋았습니다 ㅎㅎ,2017년 10월 28일 토요일
도야족발-장안점,족발/보쌈,불족발 大/1주먹밥/1소주/2맥주/1,4.0,4.0,4.0,랫만에 리뷰 남김니다. 맛-깔끔하고 간만에 맛나게 흡입해습니다. 구성-메인에 충실하고 군더더기 없슴 양-大자 지만 中자 같은 느낌 배달-예상 소요시간 그대로 55분만에 왔습니다. 재 주문 의사 80%로 리뷰 값 하는 집 입니다.,2018년 2월 7일 수요일
도야족발-장안점,족발/보쌈,불족발 大/1주먹밥/1,5.0,5.0,5.0,양도 푸짐하고 적당히 맵고 맛있어요!:),2018년 2월 7일 수요일
도야족발-장안점,족발/보쌈,불족발 大/1사이다 1.25L/1,5.0,5.0,3.0,맛있게 먹었는데 리뷰남긴다고 했는데 막국수가 안왔어요. ㅠ,2018년 2월 18일 일요일
도야족발-장안점,족발/보쌈,불족발 大/1,5.0,5.0,5.0,맛은 기본이고 다른곳보다 양도 푸짐합니다 배달도 만족했습니다,2018년 5월 20일 일요일
도야족발-장안점,족발/보쌈,불족발 大/1,5.0,5.0,5.0,???대박맛있어여짱짱맨,2018년 5월 14일 월요일
도야족발-장안점,족발/보쌈,불족발 大/1,5.0,5.0,5.0,한결같이 맛있네요 조금 덜태웠으면 좋겠어요,2018년 5월 10일 목요일
도야족발-장안점,족발/보쌈,불족발 大/1,5.0,5.0,4.0,다시 시켜먹어도 맛있어요 ㅋㅋㅋ 추천,2018년 1월 11일 목요일
도야족발-장안점,족발/보쌈,불족발 大/1,5.0,5.0,5.0,양도 많고 맵고 너무너무 맛있습니다:) 막국수도 너무 맛있네요 좋아요오,2017년 11월 24일 금요일
도야족발-장안점,족발/보쌈,불족발 大/1,5.0,5.0,5.0,입맛이없을땐 도야족발 불족발이 최고에요!!ㅎㅎ,2017년 11월 20일 월요일
도야족발-장안점,족발/보쌈,불족발 大/1,5.0,5.0,5.0,너무 맛있어요 리뷰 남겨서 막국수도 먹네요 냠냠,2017년 11월 13일 월요일
도야족발-장안점,족발/보쌈,불족발 大/1,5.0,5.0,5.0,족발 먹어싶을때 생각없이 도야족발을 시켜 먹습니다ㅋㅋ 열 번이상 시킨 팬입니다ㅋㅋ 음식을 맛있게 만들어 주셔서 감사합니다!!,2017년 11월 10일 금요일
도야족발-장안점,족발/보쌈,불족발 大/1,5.0,4.0,4.0,이집불족발이 이동네 족발집중에 가장맛있습니다 ㅎㅎㅎ 항상맛있게먹구있어요!!,2017년 11월 3일 금요일
도야족발-장안점,족발/보쌈,불보쌈 中/1주먹밥/1공기밥/1,4.0,5.0,4.0,맛있어요 중간중간 큰고기랑 탄고기가 있었어요 그래도 맛은 좋았습니다,2018년 1월 6일 토요일
도야족발-장안점,족발/보쌈,불보쌈 中/1,4.0,4.0,4.0,맛있게 잘 먹었습니다~^^ 마늘 데코가 맘에 들더라구요ㅋㅋ,2018년 3월 27일 화요일
도야족발-장안점,족발/보쌈,불보쌈 小/1,5.0,5.0,5.0,언제나 족발 보쌈은 여기서 먹습니다~ 꿀맛띠~!,2018년 4월 24일 화요일
도야족발-장안점,족발/보쌈,불보쌈 小/1,5.0,5.0,5.0,보쌈먹고 싶어서 주문 했는데 보쌈도 맛있어요!! 그리고 배달원분도 엄청 친절하셔요!!!,2017년 12월 22일 금요일
도야족발-장안점,족발/보쌈,불보쌈 大/1사이다 1.25L/1,5.0,5.0,5.0,3일만에 재주문이라니!!! ^^ 이번에 첫도전한 매운보쌈!! 맛있었어요!! 살짝 아쉬운거라면.. 마늘이 좀더 많았으면 하는거였다는거.. 담에도 맛나게 부틱드려요~!,2018년 3월 5일 월요일
도야족발-장안점,족발/보쌈,불보쌈 大/1,5.0,5.0,5.0,너무 맛있었어요 ㅠㅠ,2017년 12월 21일 목요일
도야족발-장안점,족발/보쌈,보쌈 中/1콜라 1.25L/1,5.0,5.0,5.0,맛있게 잘 먹었어요! 고기 안 식게 봉지에 뜨거운 물 넣어 주신 거 완전 굳이었어요,2018년 4월 29일 일요일
도야족발-장안점,족발/보쌈,보쌈 中/1콜라 1.25L/1,4.0,5.0,4.0,맛좋고 양많고 배달빨라요! 요청사항 모두 만족시켜주시는 음식점이네요! 무김치 많이 달라 요청드렸는데 정말 듬뿍 주셨어요! 감사합니다^_^ 대박나세요!,2018년 4월 1일 일요일
도야족발-장안점,족발/보쌈,보쌈 中/1주먹밥/1공기밥/1,1.0,2.0,1.0,솔직하게 리뷰 잘안쓰는데 일단 다른 리뷰들이 좋길래 처음 시켰는데 일단 비쥬얼 좋았습니다. 보쌈 첫 입 딱 먹자마자..고기냄새가 너무 나길래 왜러지 했는데 씹는순간 알겠더이다. 고기가 얼마나 퍽퍽 한지 진짜 마누라랑 먹다가 밥하고 김치만 먹었습니다. 냄새도 너무 심하고 김치는 짜고 달고 ..에휴 막국수는 서비스라지만 면은 불대로 불었고 양념소스는 고추장 물에 설탕 푼거같고 왠만하면 리뷰 안남깁니다. 내 보쌈만 그랬나요?? 고기를 보관 해놨다 다시 대쳐서 주는 느낌 확 받음 고로 다신 안시킴,2018년 2월 28일 수요일
도야족발-장안점,족발/보쌈,보쌈 中/1주먹밥/1,5.0,5.0,5.0,근처 5군데 시켜봤지만 여기가 보쌈은 제일 괜찮습니다 ㅎㅎ 양도 맛도 밸런스가 훌륭합니다,2017년 11월 22일 수요일
도야족발-장안점,족발/보쌈,보쌈 中/1소주/1,4.0,4.0,4.0,보쌈 따뜻하게 먹으라고 보쌈 포장 사이에 따뜻한 물 봉지를 넣는 사장님 센스!!짱 멋쟁이~!ㅎㅎ 사장님의 따뜻한 마음이 느껴지네요~,2018년 5월 23일 수요일
도야족발-장안점,족발/보쌈,보쌈 中/1소주/1,5.0,5.0,5.0,앗 리뷰가 늦었습니다 ㅠㅠ 1. 배달시간 : 55분 예상이었는데 10분 더 빨리 오심 2. 배려 : 보쌈을 랩으로 감싸고 그 위에 따뜻한 물이 담긴 봉투를 얹어주셔서 따뜻함 유지! 처음보는 거라 사진에 그대로 찍어놨어요! 3. 양&맛 : 과하지도 부족하지도 않았습니다. 딱 기준 좋게 마무리!! 잡내도 없고 고기도 부드럽구요! (남자2명이먹었는데 개인차는 있을 수 있음) 4. 전체적으로 조금 달았는데 이 역시도 개인차가 있겠죠? 또 시키러 올게요~ ?,2018년 4월 7일 토요일
도야족발-장안점,족발/보쌈,보쌈 中/1사이다 1.25L/1,5.0,5.0,5.0,보쌈 맛나요~~ ^^ 배달 25분도 안되서 왔어요~ 잘먹었습니다~,2018년 4월 4일 수요일
도야족발-장안점,족발/보쌈,보쌈 中/1사이다 1.25L/1,5.0,5.0,5.0,오랜만에 보쌈먹었네요~ 역시나 맛나게 잘먹었습니다~ 불족은... 쿠폰10장으로 먹은거예요~^^,2018년 3월 14일 수요일
도야족발-장안점,족발/보쌈,보쌈 中/1사이다 1.25L/1,5.0,5.0,5.0,너무 맛있었어요ㅎㅎ,2017년 11월 15일 수요일
도야족발-장안점,족발/보쌈,보쌈 中/1막국수/2막걸리/1,5.0,5.0,5.0,잘먹었습니다~^^!! 여윽시 맛있네요 핫핫핫,2018년 2월 5일 월요일
도야족발-장안점,족발/보쌈,보쌈 中/1막국수/2,4.0,4.0,5.0,잘 먹었습니다 또 시킬게요 ㅎㅎ,2018년 4월 19일 목요일
도야족발-장안점,족발/보쌈,보쌈 中/1막국수/1콜라 1.25L/1,5.0,5.0,5.0,진짜 진짜 배달도 빠르고 너무 맛있게 먹었어요.,2017년 12월 1일 금요일
도야족발-장안점,족발/보쌈,보쌈 中/1막국수/1주먹밥/1,4.0,4.0,5.0,배달하시는분 접수받으린분 너무 친절하십니다 비오늘날인데 늦어서 죄송하다고 말씀하셨는데 저희가 오히려 더 감사합니다,2018년 4월 22일 일요일
도야족발-장안점,족발/보쌈,보쌈 中/1막국수/1,3.0,3.0,4.0,별로였음..족발이 맛 없을수도 있구나..,2018년 3월 27일 화요일
도야족발-장안점,족발/보쌈,보쌈 中/1막국수/1,4.0,4.0,4.0,괜찮아요 가격대비 ~^^,2018년 1월 11일 목요일
도야족발-장안점,족발/보쌈,보쌈 中/1막국수/1,1.0,3.0,2.0,막국수다뿔구고기애서냄새나네요,2018년 1월 1일 월요일
도야족발-장안점,족발/보쌈,보쌈 中/1공기밥/1사이다 1.25L/1,5.0,5.0,5.0,잘먹겠음다 끼얏호우우,2018년 4월 19일 목요일
도야족발-장안점,족발/보쌈,보쌈 中/1공기밥/1,5.0,5.0,4.0,저번에 불족발도 맛있게 먹었는데 보쌈도 맛있어요!! 50분걸린데서 보쌈식을줄 알았는데 센스있으시네요ㅎㅎ,2018년 1월 13일 토요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,5.0,5.0,언제나 맛나게 잘먹고 있어요~~ 조만간 2번째 쿠폰 주문 갑니닷~!!,2018년 5월 26일 토요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,5.0,5.0,사장님도 너무 친절하시고 요구사항도 다 들어주셔서 감사합니다! 그리고 너무 맛있어요~ 또 시켜먹을게요!,2018년 5월 23일 수요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,5.0,5.0,너무 맛있어요!! 또 시킬게요~,2018년 5월 23일 수요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,5.0,5.0,보쌈이 부드럽고 잡내도 없어서 맛있게 잘 먹었습니다. 막국수도 달콤새콤한게 맛나네요. Good~,2018년 5월 15일 화요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,5.0,5.0,배달도 빠르고 짱이예용♡ 잊지 않고 요청 사항도 지켜주셔서 너무 감사합니다! 맛도 서비스도 최고?,2018년 5월 7일 월요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,5.0,5.0,원래 보쌈에 김치가 없엇나요? 중자에 시키니 고기에 비해 보쌈무가 양이 적어요 ㅠㅠ,2018년 5월 4일 금요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,5.0,4.0,구성도 정말 알차고 맛있어요~ 항상 족발만 시켜 먹다가 보쌈은 처음 도전한 건데 냄새도 안 나고 좋아요! 양도 넉넉하고 서비스로 주신 막국수도 맛있어요!,2018년 4월 26일 목요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,5.0,5.0,항상 너무 맛있네요! 믿고 주문합니다 ㅎ,2018년 4월 26일 목요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,4.0,4.0,맛도 양도 배달도 짱짱!! 따듯한 보쌈을 유지하기 위해서 보쌈팩 안에 따뜻한 물봉지를 넣어주신 사장님의 센스에 감동!!!!!! 그리고 무도 넉넉히 따로 주시고 김치도 맛있고~~ 무엇보다 보쌈이 부드럽고 냄새도 없고 맛있었습니다!!,2018년 4월 22일 일요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,5.0,5.0,양도 많고 맛도 좋았습니다ㅎㅎ,2018년 4월 21일 토요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,4.0,4.0,막국수도 진짜맛있구 무말랭이도 진짜맛있구 고기도 따뜻하게와서 넘무 맛있었어용,2018년 4월 18일 수요일
도야족발-장안점,족발/보쌈,보쌈 中/1,4.0,5.0,5.0,비도 오는데 배달이 엄청 빨라서 좋습니다 .,2018년 4월 5일 목요일
도야족발-장안점,족발/보쌈,보쌈 中/1,4.0,4.0,5.0,솔직하게 남길께여 리뷰많아서 시켜봤어요 푸짐해요 보쌈 맛은 배달음식치고 아주 괜찮아요 주먹밥 굉장히 맛있네요 뭐가 틀린가 봤는데 참깨말고 날치알 같은게 간이 되서 구운거 같아요 이거땜에 짭짤하니 맛있는듯 막국수는 초장에 따로 소스 만든거같은데 과일맛나는데 좀 달아서 걍 그래요 보쌈은 김치가 중요한데 김치가 별로네요 그래도 보쌈은 여기서 시켜먹을만 합니다 푸짐하고 고기가 냄새 없이 맛있어요,2018년 4월 2일 월요일
도야족발-장안점,족발/보쌈,보쌈 中/1,4.0,4.0,4.0,역시 도야족발 맛있습니다! ㅎㅎ 서비스도 너무 감사하고 또 시켜먹을게요~~,2018년 4월 1일 일요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,5.0,5.0,배달 보쌈 고민을 없애준 도야! 배고파서 처묵하다가 급히 사진찍었네요ㅎㅎ 불금 많이 파시고 번창하세요~!!,2018년 3월 30일 금요일
도야족발-장안점,족발/보쌈,보쌈 中/1,4.0,4.0,5.0,배달 시간도 예상시간보다 빨리와서 좋았어용 고기 양도많고 냄새도 안나고 맛있어요!!! 무김치가 달지않아서 넘 좋아요~~ 보내주신 막국수도 잘 먹었습니다!!,2018년 3월 25일 일요일
도야족발-장안점,족발/보쌈,보쌈 中/1,4.0,5.0,3.0,맛도 좋고 양도 많고 가격도 괜찮네요 아쉬운게 있다면 배달하시는분에게 주소전달이 잘못되었나봐요 저희집을 잘못전달받으셔서 두군데를 들렸다 오셨다고하시네요,2018년 3월 19일 월요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,5.0,5.0,주말이였는데도 배달시간도.굿 맛도굿.양도굿~!!넘 만족스럽습니다~~!!,2018년 3월 11일 일요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,5.0,5.0,다섯번째 주문입니당. 역시 맛있고 친절하십니다. 그런데 막국수가 안왔어요 ㅠ 다음에는 꼭 부탁드립니당.,2018년 3월 11일 일요일
도야족발-장안점,족발/보쌈,보쌈 中/1,4.0,5.0,5.0,보쌈에서 김이 모락모락 날 정도의 빠른 배달 감사드려용ㅠㅠ비도 많이 오는데ㅠㅠ 근데 평소보다 상추 상태가 너무 안좋아서 힝..겉부분 끝부분 다 골아서 상한게 그대로...ㅠㅠ그래서 다른 김치종류를 더 넣어주신건가싶기도하고..ㅋㅋㅋㅋ 새우젓을 안먹어서 안주셔도 된다구 했는뎁 새우젓이 오고 쌈장이 안왔어요 헝헝 구래도 맛은 진짜 최고예요? 잘 먹겠습니당!,2018년 3월 8일 목요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,5.0,5.0,맛도 굿~ 양도 굿~^^,2018년 3월 3일 토요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,5.0,5.0,네번째 시켜먹습니다. 맛도 양도 친절도 언제나 만족만족,2018년 2월 24일 토요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,5.0,5.0,기존에 시켜먹던 곳이 안뜨길래 걱정반(?) 기대반으로 주문했는데 너무 잘 먹었습니다. 또 시켜먹을것같아요 감사해용~~,2018년 2월 19일 월요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,5.0,5.0,리뷰가 좀 늦었네요. 세번째 시켜먹었어요 말이필요없슴,2018년 2월 14일 수요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,5.0,5.0,너무맛있어요~ 잘먹었습니다,2018년 1월 30일 화요일
도야족발-장안점,족발/보쌈,보쌈 中/1,4.0,4.0,4.0,후기 보고 기대했는데 기대만큼 진짜 맛있네요 배달 음식 보통 기대안하는데 우울한날 나가기는 힘들고 몸은 너무 힘들어 시켰는데 덕분에 기운이 났습니다. 따뜻하게 보온되서 배달되어 더욱 맛있었습니다. 너무 많아서 다 먹질 못해서 아쉬울정도 다음에 또 시킬게요!,2018년 1월 22일 월요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,5.0,5.0,따듯한 물 고기에 같이 넣어주셔서 고기도 따듯하고 생각지 못한 주먹밥도 있어서 아가랑 맛나게 잘먹었어요,2018년 1월 20일 토요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,5.0,3.0,너무 맛있었어요! 근데 배달하실때 문두드리지 말고 전화 달라고 썼었는데 못보신건지 문을두드리셔서 배달 부분에선 살짝 아쉬웠네용ㅎㅎㅎ 식지말라고 뜨거운 물 비닐에 넣어서 같이 포장 해 주신거 같은데 세세한 부분까지 신경 써주셔서 너무 맛있게 잘 먹었습니다^^,2018년 1월 15일 월요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,5.0,5.0,맛있어요~동생몸보신시켜주려 주문했는데 치킨보다 맛있다네요~최고의 극찬입니다!!???,2018년 1월 14일 일요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,5.0,5.0,양도 많고 맛있어요!!! 담에 또 시켜먹으려구용,2018년 1월 12일 금요일
도야족발-장안점,족발/보쌈,보쌈 中/1,3.0,1.0,2.0,1. 콜라 배달 누락 2. 상추 딸랑 5장 3. 다행히 고기는 맛있음 4. 배달은 빠름 고기외에는 좀 양이 부족하네요,2018년 1월 8일 월요일
도야족발-장안점,족발/보쌈,보쌈 中/1,4.0,5.0,4.0,모든김치종류가 달게느껴졌만 그래도 완전맛있다는건 비밀~,2018년 1월 6일 토요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,5.0,5.0,완전 맛있었어요 양도많고 맛있고! 다음에 또 시켜먹을게요~~~,2018년 1월 3일 수요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,5.0,4.0,항상 맛있게 먹구 있어요 ㅋㅋ 장사가 잘되어서 배달이 밀리면 좀 시간 걸리네요,2018년 1월 1일 월요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,5.0,5.0,맛있어요 ! 중화동이라 오래걸리고 식을줄 알았는데 말씀해주신 시간내에 오고 보쌈에 따뜻한물 넣어주셔서 따뜻하게 먹었네요 양도 푸짐하고 좋아요 추운데 먼곳 배달하시는 분.. 배달하시느라 고생하셨어요ㅜㅜ,2017년 12월 5일 화요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,5.0,5.0,리뷰보고 반신반의했는데... 양좋고맛좋고.넘친절하십니다 출발문의드리려고 전화햇는데 먼저 양해구해주시며 말씀해주시고 늘 조심조심 안전하게 배달해주세요^^,2017년 11월 25일 토요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,4.0,5.0,너무 맛잇어요! 룸메언니랑 보쌈좋아해서 자주시켜먹엇는데 배고파서그랫던건지를몰라도 진짜 맛잇엇습니당 ㅎㅎㅎㅎ 다음에도 시켜먹을꺼같아요~,2017년 11월 11일 토요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,5.0,5.0,40분걸리신다면서 30분만에 오셨네요 배송너무 빠르고 맛있어요! 족발도 그렇고 막국수도 되게 맛있네요앞으로 자주 시켜먹겠습니다^^,2017년 11월 7일 화요일
도야족발-장안점,족발/보쌈,보쌈 中/1,4.0,5.0,4.0,무난하니괜찮네요 양많구요 식지말라고 따뜻한물도 넣어주셨네요 ㅎㅎ,2017년 11월 5일 일요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,5.0,5.0,배달도 빠르고 양도많고 맛있네요,2017년 11월 3일 금요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,5.0,4.0,맛있어요~여러곳을 먹어봤는데 진심 가격대비 맛있네요~^^ 잘먹었습니다~ 또 주문할게요,2017년 11월 2일 목요일
도야족발-장안점,족발/보쌈,보쌈 中/1,4.0,5.0,5.0,족발보쌈 먹을때 같이먹는 무말랭이를 정말 좋아하는데 이집은 무말랭이가 별로 맛이 없더라고요.. 무말랭이 맛만 조금더 좋으면 최고일듯 합니다.,2017년 11월 2일 목요일
도야족발-장안점,족발/보쌈,보쌈 中/1,5.0,4.0,5.0,한입먹고 너무 부드러워 놀라서 바로 리뷰씁니다. 잡내도 다른족발집보다 안나며 고기를 적당히 얇게 썰어 제 취향이네요. 서비스로온 막국수도 잘받았습니다!,2017년 10월 21일 토요일
도야족발-장안점,족발/보쌈,보쌈 小/1콜라 1.25L/1,2.0,5.0,5.0,배달 빠르고 양도 많은데. 아쉬운건 위에 덮힌 고기가 오래된 것인지 바짝 말라있더라구요. 딱딱해서 먹을수가 없었네요. 음식은 많은데 대부분 남겼어요,2017년 10월 26일 목요일
도야족발-장안점,족발/보쌈,보쌈 小/1주먹밥/1,5.0,5.0,5.0,매번 족발만 먹다가 보쌈은 첨 주문했는데 부들부들 촉촉하니 맛있네요~ 미식왕 될때까지 요기요 리뷰한번도 안쓰다가ㅋㅋ 이번엔 막국수도 한번 먹어보자며 리뷰약속드리고 주문했는데 막국수님이 안오시고 주먹밥이..ㅎㅎ 그래도 덕분에 배부르게 맛있게 냠냠 했어요^^ 식지않게 뜨신물봉투 넣어주시는 작은 배려가 큰 감동이고요! 아쉬운건.. 상추 씻으실때 쪼꼼 더 신경써주시면 좋겠어요^^,2017년 10월 20일 금요일
도야족발-장안점,족발/보쌈,보쌈 小/1소주/2맥주/1,5.0,5.0,5.0,양도많고 맛있게 잘먹었어요 담에 또 시켜먹어야지,2018년 5월 17일 목요일
도야족발-장안점,족발/보쌈,보쌈 小/1소주/2,5.0,5.0,5.0,너무 맛있어요~!!,2018년 5월 15일 화요일
도야족발-장안점,족발/보쌈,보쌈 小/1소주/2,5.0,5.0,5.0,양이 넘치네요 ~~~~~,2018년 4월 13일 금요일
도야족발-장안점,족발/보쌈,보쌈 小/1소주/2,4.0,5.0,5.0,양이. 넉넉하게 왔구요. 부탁 드린. 마늘 추가도. 역쉬 넉넉히. 챙겨 주셨네요 김치도. 많고 맛있어요 전반적으로 양은 무지막지하고요 후기. 좋으실만 할듯요. 멀어서. 배달이안댈까. 걱정되서 반신 반의 했는데 시간보다 일찍오셨네요 감사요 근데 오늘 고기가 조금 잘못 삶곃나봐요 매우 뻣뻣하구 냄새가 약간 나내요 암튼. 번창하세요,2018년 4월 9일 월요일
도야족발-장안점,족발/보쌈,보쌈 小/1소주/1맥주/1,5.0,5.0,5.0,배달도 빨리 왓구 구성도 좋네요 잘 먹을게용!!,2018년 5월 20일 일요일
도야족발-장안점,족발/보쌈,보쌈 小/1소주/1맥주/1,4.0,4.0,3.0,주문요청 사항에 리뷰남기면 막국수 서비스 준다해서 남겼는데 안왔음..,2017년 10월 28일 토요일
도야족발-장안점,족발/보쌈,보쌈 小/1소주/1,5.0,5.0,5.0,첫주문인데 너무 만족스러워요! 양도많고 고기도 잘삶아져있네요~ 날씨가 추워서그런지 따뜻한물을 봉지에 담아서 고기위에얹어주셔서 고기가 따뜻했어요 센스굿?? 광진구에서 3년살다가 이곳에 이사와서 첫족발집인데 너무 만족스럽네요! 또 사먹도록할게여~,2018년 1월 27일 토요일
도야족발-장안점,족발/보쌈,보쌈 小/1소주/1,4.0,5.0,5.0,양도 많고 맛있어요~ ?? 막국수는 맛있는데 좀 달아요,2017년 11월 24일 금요일
도야족발-장안점,족발/보쌈,보쌈 小/1소주/1,5.0,5.0,5.0,처음 시켰는데 배달도 빠르고 양도 소자 같지않은 푸짐함에 놀랬습니다. 다음에도 맛있는 음식 부탁드립니다.?,2017년 10월 21일 토요일
도야족발-장안점,족발/보쌈,보쌈 小/1사이다 1.25L/1,5.0,5.0,5.0,짱짱맛 짱짱맛 :) 양도많고 맛도 좋은 믿고 먹는 보쌈 :) 맛있게 잘 먹었습니당 또 주문할게용 :) //,2018년 2월 3일 토요일
도야족발-장안점,족발/보쌈,보쌈 小/1사이다 1.25L/1,5.0,5.0,5.0,양도많고 맛도 좋고 짱짱 좋아용 한번에 다 못 먹고 두번이나 먹었네용 (!),2018년 1월 27일 토요일
도야족발-장안점,족발/보쌈,보쌈 小/1사이다 1.25L/1,5.0,5.0,5.0,진짜맛있네요ㅜㅜ 리뷰쓴다고하면 + 막국수까지ㅋㅋ 제가 처음시켰는데 보쌈식지말라고 뜨거운물은 봉지에담아서ㅋㅋ 당황ㅋ 요즘보쌈집은 이러나용ㅋㅋ 잘먹을게요^^♡♡,2018년 1월 11일 목요일
도야족발-장안점,족발/보쌈,보쌈 小/1사이다 1.25L/1,5.0,5.0,5.0,족발 앞발이 떨어져 보쌈 시켜먹어봤는데 양도 맛도 배달도 다 좋았습니다ㅎㅎ 다음에 또 시킬게요,2017년 12월 12일 화요일
도야족발-장안점,족발/보쌈,보쌈 小/1사이다 1.25L/1,5.0,5.0,4.0,리뷰보고 시켰는데 맛있었구요 양도 많았고 한가지 배달...배달대행분들이 하시는건가요? 슬리퍼에..운전을 막하신건지 배달통에 넣기전 흔들었다던지..?김치국물이 새지는 않았지만 직전까지였고 저도 바이크타는 사람으로써 최소한 운동화라고 신고타셔요 겨울이라 길이 얼어붙어서 정말 위험합니다../ 잘먹었습니다 다음에 또 시킬께요^^,2017년 11월 26일 일요일
도야족발-장안점,족발/보쌈,보쌈 小/1막국수/2,4.0,5.0,5.0,오늘은 보쌈에 기름이 장난이 아니네요...ㅠㅠ 저 포함 부모님도 냄새가 조금 난다하고..흑흑,2018년 1월 9일 화요일
도야족발-장안점,족발/보쌈,보쌈 小/1막국수/1콜라 1.25L/1,4.0,5.0,4.0,잘도착했고 맛있게 잘먹었습니다. 단 막국수 소스가 너무 달았어요 ㅠ,2018년 1월 17일 수요일
도야족발-장안점,족발/보쌈,보쌈 小/1막국수/1,5.0,5.0,5.0,늘 깨끗 빠른배달 맛있어요,2018년 2월 3일 토요일
